"","c..AL627309.1....AL627309.5....LINC01409....LINC01128....LINC00115..."
"14170","CENPJ"
"14171","MTMR6"
"14172","NUP58"
"14173","ATP8A2"
"14174","SHISA2"
"14175","RNF6"
"14176","CDK8"
"14177","WASF3"
"14178","WASF3-AS1"
"14179","USP12"
"14180","USP12-AS1"
"14181","LINC02340"
"14182","LINC00412"
"14183","RPL21"
"14184","RASL11A"
"14185","GTF3A"
"14186","MTIF3"
"14187","LNX2"
"14188","POLR1D"
"14189","PLUT"
"14190","FLT3"
"14191","PAN3-AS1"
"14192","PAN3"
"14193","FLT1"
"14194","POMP"
"14195","SLC46A3"
"14196","MTUS2"
"14197","SLC7A1"
"14198","UBL3"
"14199","KATNAL1"
"14200","LINC00426"
"14201","UBE2L5"
"14202","HMGB1"
"14203","AL353648.1"
"14204","USPL1"
"14205","TEX26-AS1"
"14206","MEDAG"
"14207","HSPH1"
"14208","B3GLCT"
"14209","FRY"
"14210","FRY-AS1"
"14211","BRCA2"
"14212","N4BP2L1"
"14213","N4BP2L2"
"14214","N4BP2L2-IT2"
"14215","PDS5B"
"14216","AL138820.1"
"14217","KL"
"14218","STARD13"
"14219","STARD13-AS"
"14220","AL627232.1"
"14221","AL138999.2"
"14222","AL139383.1"
"14223","RFC3"
"14224","AL161891.1"
"14225","LINC02343"
"14226","LINC00457"
"14227","NBEA"
"14228","AL390071.1"
"14229","DCLK1"
"14230","SOHLH2"
"14231","CCDC169"
"14232","SPART"
"14233","SPART-AS1"
"14234","RFXAP"
"14235","SMAD9"
"14236","ALG5"
"14237","EXOSC8"
"14238","SUPT20H"
"14239","POSTN"
"14240","TRPC4"
"14241","LINC02334"
"14242","LINC00571"
"14243","UFM1"
"14244","FREM2"
"14245","FREM2-AS1"
"14246","PROSER1"
"14247","NHLRC3"
"14248","AL354809.1"
"14249","LHFPL6"
"14250","COG6"
"14251","LINC00598"
"14252","FOXO1"
"14253","MRPS31"
"14254","SLC25A15"
"14255","AL590064.1"
"14256","ELF1"
"14257","WBP4"
"14258","KBTBD6"
"14259","AL354696.2"
"14260","KBTBD7"
"14261","MTRF1"
"14262","AL354696.1"
"14263","NAA16"
"14264","VWA8"
"14265","VWA8-AS1"
"14266","DGKH"
"14267","AKAP11"
"14268","LINC02341"
"14269","TNFSF11"
"14270","EPSTI1"
"14271","DNAJC15"
"14272","ENOX1"
"14273","AL161714.1"
"14274","AL162713.2"
"14275","CCDC122"
"14276","AL512506.1"
"14277","LACC1"
"14278","NRAD1"
"14279","LINC00390"
"14280","SMIM2-AS1"
"14281","SMIM2"
"14282","AL589745.1"
"14283","AL138960.1"
"14284","SERP2"
"14285","TSC22D1"
"14286","TSC22D1-AS1"
"14287","LINC00407"
"14288","AL356515.1"
"14289","NUFIP1"
"14290","AL359706.1"
"14291","GPALPP1"
"14292","GTF2F2"
"14293","TPT1-AS1"
"14294","AL138963.1"
"14295","SLC25A30"
"14296","SLC25A30-AS1"
"14297","COG3"
"14298","LINC01055"
"14299","SIAH3"
"14300","ZC3H13"
"14301","CPB2-AS1"
"14302","CPB2"
"14303","LCP1"
"14304","LRRC63"
"14305","RUBCNL"
"14306","AL138686.1"
"14307","LRCH1"
"14308","ESD"
"14309","SUCLA2"
"14310","LINC00562"
"14311","AL157369.1"
"14312","NUDT15"
"14313","AL158196.1"
"14314","MED4"
"14315","MED4-AS1"
"14316","ITM2B"
"14317","RB1-DT"
"14318","RB1"
"14319","LPAR6"
"14320","RCBTB2"
"14321","CYSLTR2"
"14322","AL161421.1"
"14323","FNDC3A"
"14324","CDADC1"
"14325","CAB39L"
"14326","SETDB2"
"14327","PHF11"
"14328","RCBTB1"
"14329","EBPL"
"14330","KPNA3"
"14331","SPRYD7"
"14332","DLEU2"
"14333","TRIM13"
"14334","KCNRG"
"14335","DLEU1"
"14336","AL158195.1"
"14337","DLEU7"
"14338","RNASEH2B-AS1"
"14339","RNASEH2B"
"14340","FAM124A"
"14341","INTS6"
"14342","INTS6-AS1"
"14343","WDFY2"
"14344","DHRS12"
"14345","AL162377.1"
"14346","TMEM272"
"14347","ATP7B"
"14348","ALG11"
"14349","NEK5"
"14350","NEK3"
"14351","THSD1"
"14352","VPS36"
"14353","CKAP2"
"14354","HNRNPA1L2"
"14355","AL139089.1"
"14356","SUGT1"
"14357","CNMD"
"14358","OLFM4"
"14359","AL356295.1"
"14360","LINC00558"
"14361","AL442636.1"
"14362","PCDH17"
"14363","AL159156.1"
"14364","DIAPH3"
"14365","DIAPH3-AS1"
"14366","DIAPH3-AS2"
"14367","TDRD3"
"14368","LINC00378"
"14369","PCDH20"
"14370","LINC00355"
"14371","PCDH9"
"14372","PCDH9-AS2"
"14373","AL160254.1"
"14374","KLHL1"
"14375","DACH1"
"14376","MZT1"
"14377","BORA"
"14378","DIS3"
"14379","PIBF1"
"14380","KLF5"
"14381","LINC00393"
"14382","KLF12"
"14383","AL353660.1"
"14384","TBC1D4"
"14385","COMMD6"
"14386","UCHL3"
"14387","LMO7-AS1"
"14388","LMO7"
"14389","AL137244.1"
"14390","LMO7DN"
"14391","AL136441.1"
"14392","AL365394.1"
"14393","KCTD12"
"14394","CLN5"
"14395","FBXL3"
"14396","MYCBP2-AS1"
"14397","MYCBP2"
"14398","SCEL"
"14399","SLAIN1"
"14400","EDNRB-AS1"
"14401","EDNRB"
"14402","OBI1-AS1"
"14403","OBI1"
"14404","RBM26"
"14405","RBM26-AS1"
"14406","NDFIP2"
"14407","LINC01068"
"14408","AL136442.1"
"14409","LINC00382"
"14410","AL158064.1"
"14411","SPRY2"
"14412","AL590807.1"
"14413","AL162493.1"
"14414","LINC00351"
"14415","MIR4500HG"
"14416","LINC02336"
"14417","LINC00410"
"14418","LINC00379"
"14419","MIR17HG"
"14420","GPC5"
"14421","GPC5-AS2"
"14422","AL356737.2"
"14423","GPC5-AS1"
"14424","GPC6"
"14425","GPC6-AS2"
"14426","GPC6-AS1"
"14427","DCT"
"14428","TGDS"
"14429","GPR180"
"14430","SOX21-AS1"
"14431","AL139381.1"
"14432","ABCC4"
"14433","CLDN10"
"14434","CLDN10-AS1"
"14435","DZIP1"
"14436","DNAJC3-DT"
"14437","DNAJC3"
"14438","AL138955.1"
"14439","UGGT2"
"14440","HS6ST3"
"14441","MBNL2"
"14442","AL161430.1"
"14443","AL442067.3"
"14444","RAP2A"
"14445","AL356580.1"
"14446","IPO5"
"14447","FARP1"
"14448","RNF113B"
"14449","AL445223.1"
"14450","AL161896.1"
"14451","FARP1-AS1"
"14452","STK24"
"14453","STK24-AS1"
"14454","SLC15A1"
"14455","DOCK9"
"14456","UBAC2-AS1"
"14457","UBAC2"
"14458","GPR18"
"14459","TM9SF2"
"14460","CLYBL"
"14461","AL137139.2"
"14462","PCCA-DT"
"14463","PCCA"
"14464","AL353697.1"
"14465","PCCA-AS1"
"14466","GGACT"
"14467","AL356966.1"
"14468","AL136526.1"
"14469","TMTC4"
"14470","NALCN"
"14471","ITGBL1"
"14472","FGF14"
"14473","FGF14-IT1"
"14474","FGF14-AS1"
"14475","FGF14-AS2"
"14476","AL158063.1"
"14477","TPP2"
"14478","CCDC168"
"14479","TEX30"
"14480","POGLUT2"
"14481","BIVM"
"14482","ERCC5"
"14483","SLC10A2"
"14484","AL162717.1"
"14485","LINC01309"
"14486","LINC00343"
"14487","AL138701.2"
"14488","AL139379.1"
"14489","EFNB2"
"14490","AL138689.2"
"14491","AL138689.1"
"14492","ARGLU1"
"14493","LINC00551"
"14494","FAM155A"
"14495","FAM155A-IT1"
"14496","AL359436.1"
"14497","LIG4"
"14498","ABHD13"
"14499","TNFSF13B"
"14500","AL157762.1"
"14501","AL138694.1"
"14502","MYO16"
"14503","AL163541.1"
"14504","IRS2"
"14505","AL162497.1"
"14506","COL4A1"
"14507","COL4A2"
"14508","COL4A2-AS2"
"14509","COL4A2-AS1"
"14510","RAB20"
"14511","NAXD"
"14512","CARS2"
"14513","ING1"
"14514","LINC00346"
"14515","ANKRD10"
"14516","ANKRD10-IT1"
"14517","ARHGEF7"
"14518","TUBGCP3"
"14519","ATP11AUN"
"14520","AL139384.1"
"14521","ATP11A"
"14522","ATP11A-AS1"
"14523","MCF2L"
"14524","AL356740.1"
"14525","MCF2L-AS1"
"14526","F10"
"14527","PCID2"
"14528","CUL4A"
"14529","LAMP1"
"14530","GRTP1"
"14531","AL136221.1"
"14532","GRTP1-AS1"
"14533","ADPRHL1"
"14534","DCUN1D2"
"14535","DCUN1D2-AS"
"14536","TMCO3"
"14537","AL442125.1"
"14538","TFDP1"
"14539","TMEM255B"
"14540","GAS6-AS1"
"14541","GAS6"
"14542","C13orf46"
"14543","RASA3"
"14544","CFAP97D2"
"14545","AL160396.1"
"14546","CDC16"
"14547","UPF3A"
"14548","CHAMP1"
"14549","AL589743.4"
"14550","TTC5"
"14551","AL356019.2"
"14552","CCNB1IP1"
"14553","PARP2"
"14554","AL355075.1"
"14555","TEP1"
"14556","KLHL33"
"14557","OSGEP"
"14558","APEX1"
"14559","PIP4P1"
"14560","PNP"
"14561","RNASE4"
"14562","RNASE1"
"14563","AL355922.4"
"14564","METTL17"
"14565","AL161668.3"
"14566","NDRG2"
"14567","TPPP2"
"14568","ARHGEF40"
"14569","ZNF219"
"14570","TMEM253"
"14571","LINC00641"
"14572","HNRNPC"
"14573","SUPT16H"
"14574","CHD8"
"14575","RAB2B"
"14576","TOX4"
"14577","METTL3"
"14578","SALL2"
"14579","AC244502.1"
"14580","DAD1"
"14581","ABHD4"
"14582","OR6J1"
"14583","AL160314.2"
"14584","OXA1L"
"14585","SLC7A7"
"14586","MRPL52"
"14587","MMP14"
"14588","LRP10"
"14589","RBM23"
"14590","PRMT5-AS1"
"14591","PRMT5"
"14592","AL132780.1"
"14593","HAUS4"
"14594","AJUBA"
"14595","AL132780.2"
"14596","C14orf93"
"14597","PSMB5"
"14598","CDH24"
"14599","ACIN1"
"14600","C14orf119"
"14601","SLC7A8"
"14602","RNF212B"
"14603","HOMEZ"
"14604","PPP1R3E"
"14605","BCL2L2"
"14606","BCL2L2-PABPN1"
"14607","PABPN1"
"14608","SLC22A17"
"14609","EFS"
"14610","NGDN"
"14611","ZFHX2-AS1"
"14612","ZFHX2"
"14613","AP1G2"
"14614","AL135999.1"
"14615","JPH4"
"14616","DHRS2"
"14617","AL136419.2"
"14618","LINC00596"
"14619","DHRS4-AS1"
"14620","DHRS4"
"14621","DHRS4L2"
"14622","AL136419.3"
"14623","CARMIL3"
"14624","NRL"
"14625","PCK2"
"14626","DCAF11"
"14627","FITM1"
"14628","PSME1"
"14629","EMC9"
"14630","AL136295.2"
"14631","RNF31"
"14632","IRF9"
"14633","REC8"
"14634","IPO4"
"14635","AL136295.17"
"14636","TM9SF1"
"14637","AL136295.6"
"14638","AL136295.7"
"14639","CHMP4A"
"14640","MDP1"
"14641","NEDD8"
"14642","GMPR2"
"14643","TINF2"
"14644","TGM1"
"14645","RABGGTA"
"14646","AL096870.8"
"14647","DHRS1"
"14648","NOP9"
"14649","CIDEB"
"14650","LTB4R"
"14651","ADCY4"
"14652","RIPK3"
"14653","NFATC4"
"14654","NYNRIN"
"14655","CBLN3"
"14656","KHNYN"
"14657","SDR39U1"
"14658","AL132800.1"
"14659","AL136018.1"
"14660","STXBP6"
"14661","NOVA1"
"14662","AL079343.1"
"14663","AL110292.1"
"14664","LINC02294"
"14665","LINC00645"
"14666","LINC02327"
"14667","AL135878.1"
"14668","AL158058.2"
"14669","PRKD1"
"14670","AL356756.1"
"14671","AL355053.1"
"14672","AL133372.3"
"14673","G2E3-AS1"
"14674","G2E3"
"14675","SCFD1"
"14676","COCH"
"14677","AL049830.3"
"14678","STRN3"
"14679","AP4S1"
"14680","HECTD1"
"14681","AL136418.1"
"14682","HEATR5A"
"14683","AL139353.2"
"14684","DTD2"
"14685","NUBPL"
"14686","LINC02313"
"14687","AL352984.1"
"14688","ARHGAP5-AS1"
"14689","ARHGAP5"
"14690","AL161665.1"
"14691","AKAP6"
"14692","AL136298.1"
"14693","NPAS3"
"14694","EGLN3"
"14695","SPTSSA"
"14696","EAPP"
"14697","SNX6"
"14698","CFL2"
"14699","BAZ1A"
"14700","AL121603.2"
"14701","SRP54"
"14702","FAM177A1"
"14703","PPP2R3C"
"14704","PRORP"
"14705","PSMA6"
"14706","RALGAPA1"
"14707","AL162311.3"
"14708","BRMS1L"
"14709","PTCSC3"
"14710","MBIP"
"14711","AL132857.1"
"14712","SLC25A21"
"14713","AL162464.2"
"14714","MIPOL1"
"14715","AL121790.2"
"14716","AL121790.1"
"14717","TTC6"
"14718","AL392023.2"
"14719","SSTR1"
"14720","AL355835.1"
"14721","LINC00639"
"14722","SEC23A"
"14723","GEMIN2"
"14724","TRAPPC6B"
"14725","AL109628.2"
"14726","PNN"
"14727","MIA2"
"14728","FBXO33"
"14729","AL049828.1"
"14730","AL049828.2"
"14731","LINC02315"
"14732","AL121821.2"
"14733","LRFN5"
"14734","AL442163.1"
"14735","LINC02307"
"14736","AL356022.1"
"14737","AL049870.2"
"14738","C14orf28"
"14739","AL049870.3"
"14740","KLHL28"
"14741","TOGARAM1"
"14742","PRPF39"
"14743","FKBP3"
"14744","FANCM"
"14745","MIS18BP1"
"14746","LINC02303"
"14747","LINC00871"
"14748","MDGA2"
"14749","LINC00648"
"14750","AL358335.2"
"14751","AL110505.1"
"14752","RPS29"
"14753","LRR1"
"14754","MGAT2"
"14755","DNAAF2"
"14756","POLE2"
"14757","KLHDC1"
"14758","AL591767.1"
"14759","KLHDC2"
"14760","NEMF"
"14761","ARF6"
"14762","LINC01588"
"14763","VCPKMT"
"14764","SOS2"
"14765","L2HGDH"
"14766","DMAC2L"
"14767","AL359397.2"
"14768","CDKL1"
"14769","MAP4K5"
"14770","AL118556.1"
"14771","ATL1"
"14772","SAV1"
"14773","AL606834.1"
"14774","NIN"
"14775","PYGL"
"14776","ABHD12B"
"14777","AL358334.2"
"14778","TRIM9"
"14779","TMX1"
"14780","LINC00640"
"14781","FRMD6-AS2"
"14782","FRMD6"
"14783","AL122125.1"
"14784","FRMD6-AS1"
"14785","GNG2"
"14786","RTRAF"
"14787","NID2"
"14788","PTGDR"
"14789","PTGER2"
"14790","TXNDC16"
"14791","GPR137C"
"14792","ERO1A"
"14793","AL133453.1"
"14794","PSMC6"
"14795","STYX"
"14796","GNPNAT1"
"14797","AL139317.3"
"14798","AL139317.5"
"14799","AL139317.1"
"14800","FERMT2"
"14801","DDHD1"
"14802","AL356020.1"
"14803","AL365295.1"
"14804","AL365295.2"
"14805","AL163953.1"
"14806","LINC02331"
"14807","BMP4"
"14808","CNIH1"
"14809","GMFB"
"14810","CGRRF1"
"14811","SAMD4A"
"14812","AL133444.1"
"14813","GCH1"
"14814","WDHD1"
"14815","SOCS4"
"14816","MAPK1IP1L"
"14817","LGALS3"
"14818","FBXO34"
"14819","AL158801.3"
"14820","ATG14"
"14821","TBPL2"
"14822","KTN1-AS1"
"14823","KTN1"
"14824","AL355773.1"
"14825","AL163952.1"
"14826","PELI2"
"14827","AL355073.1"
"14828","AL355073.2"
"14829","LINC02284"
"14830","TMEM260"
"14831","AL161757.2"
"14832","AL161757.5"
"14833","OTX2-AS1"
"14834","AL137100.3"
"14835","AL391152.1"
"14836","EXOC5"
"14837","AP5M1"
"14838","AL355834.2"
"14839","NAA30"
"14840","CCDC198"
"14841","SLC35F4"
"14842","AL161804.1"
"14843","AL049838.1"
"14844","ARMH4"
"14845","ACTR10"
"14846","PSMA3"
"14847","PSMA3-AS1"
"14848","ARID4A"
"14849","AL139021.2"
"14850","TOMM20L"
"14851","AL139021.1"
"14852","TIMM9"
"14853","KIAA0586"
"14854","DACT1"
"14855","LINC01500"
"14856","DAAM1"
"14857","GPR135"
"14858","L3HYPDH"
"14859","JKAMP"
"14860","CCDC175"
"14861","RTN1"
"14862","LRRC9"
"14863","AL157911.1"
"14864","PCNX4"
"14865","DHRS7"
"14866","AL157756.1"
"14867","PPM1A"
"14868","SIX4"
"14869","MNAT1"
"14870","TRMT5"
"14871","SLC38A6"
"14872","PRKCH"
"14873","TMEM30B"
"14874","AL359220.1"
"14875","LINC01303"
"14876","AL355916.1"
"14877","HIF1A-AS1"
"14878","HIF1A"
"14879","HIF1A-AS3"
"14880","SNAPC1"
"14881","SYT16"
"14882","KCNH5"
"14883","RHOJ"
"14884","PPP2R5E"
"14885","WDR89"
"14886","AL136038.5"
"14887","SGPP1"
"14888","SYNE2"
"14889","ESR2"
"14890","AL161756.1"
"14891","AL161756.3"
"14892","MTHFD1"
"14893","AL122035.1"
"14894","AL122035.2"
"14895","ZBTB25"
"14896","AKAP5"
"14897","ZBTB1"
"14898","AL049869.3"
"14899","HSPA2"
"14900","PPP1R36"
"14901","AL049869.2"
"14902","PLEKHG3"
"14903","SPTB"
"14904","CHURC1"
"14905","GPX2"
"14906","RAB15"
"14907","FNTB"
"14908","MAX"
"14909","AL139022.1"
"14910","AL355076.2"
"14911","FUT8"
"14912","AL391261.2"
"14913","AL359232.1"
"14914","AL157997.1"
"14915","CCDC196"
"14916","GPHN"
"14917","FAM71D"
"14918","MPP5"
"14919","AL135978.2"
"14920","ATP6V1D"
"14921","EIF2S1"
"14922","PLEK2"
"14923","TMEM229B"
"14924","PLEKHH1"
"14925","PIGH"
"14926","ARG2"
"14927","AL049779.4"
"14928","VTI1B"
"14929","RDH11"
"14930","ZFYVE26"
"14931","RAD51B"
"14932","AL133370.1"
"14933","AL121820.3"
"14934","ZFP36L1"
"14935","ACTN1"
"14936","ACTN1-AS1"
"14937","DCAF5"
"14938","AL359317.2"
"14939","EXD2"
"14940","AL359317.1"
"14941","GALNT16"
"14942","ERH"
"14943","SLC39A9"
"14944","PLEKHD1"
"14945","SUSD6"
"14946","AL133445.2"
"14947","SRSF5"
"14948","SMOC1"
"14949","SLC8A3"
"14950","AL356804.1"
"14951","COX16"
"14952","SYNJ2BP"
"14953","AL357153.2"
"14954","ADAM21"
"14955","ADAM20"
"14956","MED6"
"14957","AL357153.1"
"14958","TTC9"
"14959","MAP3K9"
"14960","AC004816.1"
"14961","PCNX1"
"14962","AC004825.3"
"14963","AC004817.5"
"14964","AC005476.2"
"14965","SIPA1L1"
"14966","AC004974.1"
"14967","RGS6"
"14968","DPF3"
"14969","DCAF4"
"14970","ZFYVE1"
"14971","RBM25"
"14972","PSEN1"
"14973","PAPLN"
"14974","AC004846.1"
"14975","AC004846.2"
"14976","NUMB"
"14977","AC005280.1"
"14978","HEATR4"
"14979","AC005225.3"
"14980","ACOT1"
"14981","AC005225.2"
"14982","ACOT2"
"14983","ACOT4"
"14984","ACOT6"
"14985","DNAL1"
"14986","PNMA1"
"14987","ELMSAN1"
"14988","AC005520.2"
"14989","LINC02274"
"14990","PTGR2"
"14991","AC005520.5"
"14992","ZNF410"
"14993","AC005480.1"
"14994","AC005520.3"
"14995","FAM161B"
"14996","COQ6"
"14997","ENTPD5"
"14998","BBOF1"
"14999","ALDH6A1"
"15000","LIN52"
"15001","ABCD4"
"15002","AC005519.1"
"15003","VRTN"
"15004","AC005479.2"
"15005","ISCA2"
"15006","LTBP2"
"15007","AC013451.1"
"15008","AREL1"
"15009","FCF1"
"15010","YLPM1"
"15011","DLST"
"15012","RPS6KL1"
"15013","PGF"
"15014","EIF2B2"
"15015","AL049780.1"
"15016","MLH3"
"15017","ACYP1"
"15018","ZC2HC1C"
"15019","NEK9"
"15020","AL049780.2"
"15021","TMED10"
"15022","AL691403.1"
"15023","AF111167.1"
"15024","FOS"
"15025","JDP2"
"15026","FLVCR2"
"15027","TTLL5"
"15028","ERG28"
"15029","AF107885.2"
"15030","IFT43"
"15031","TGFB3"
"15032","GPATCH2L"
"15033","AC016526.2"
"15034","AC016526.1"
"15035","ESRRB"
"15036","AC008050.1"
"15037","AC007376.2"
"15038","VASH1"
"15039","VASH1-AS1"
"15040","ANGEL1"
"15041","LRRC74A"
"15042","AC007686.4"
"15043","LINC01629"
"15044","IRF2BPL"
"15045","AC007686.3"
"15046","LINC02288"
"15047","AC007686.2"
"15048","CIPC"
"15049","TMEM63C"
"15050","NGB"
"15051","POMT2"
"15052","GSTZ1"
"15053","TMED8"
"15054","SAMD15"
"15055","NOXRED1"
"15056","VIPAS39"
"15057","AHSA1"
"15058","ISM2"
"15059","SPTLC2"
"15060","ALKBH1"
"15061","SLIRP"
"15062","SNW1"
"15063","C14orf178"
"15064","ADCK1"
"15065","NRXN3"
"15066","AC008056.1"
"15067","DIO2"
"15068","DIO2-AS1"
"15069","CEP128"
"15070","TSHR"
"15071","AC007262.2"
"15072","GTF2A1"
"15073","STON2"
"15074","SEL1L"
"15075","AL355838.1"
"15076","LINC02301"
"15077","FLRT2"
"15078","LINC02328"
"15079","LINC02296"
"15080","AL359237.1"
"15081","GALC"
"15082","LINC01146"
"15083","SPATA7"
"15084","PTPN21"
"15085","AL162171.2"
"15086","ZC3H14"
"15087","AL162171.3"
"15088","EML5"
"15089","AL121768.1"
"15090","TTC8"
"15091","FOXN3"
"15092","AL357093.2"
"15093","AL356805.1"
"15094","EFCAB11"
"15095","TDP1"
"15096","KCNK13"
"15097","PSMC1"
"15098","NRDE2"
"15099","AL161662.1"
"15100","CALM1"
"15101","TTC7B"
"15102","AL096869.2"
"15103","RPS6KA5"
"15104","DGLUCY"
"15105","GPR68"
"15106","AL135818.1"
"15107","CCDC88C"
"15108","PPP4R3A"
"15109","CATSPERB"
"15110","AL121839.2"
"15111","TC2N"
"15112","FBLN5"
"15113","TRIP11"
"15114","ATXN3"
"15115","NDUFB1"
"15116","CPSF2"
"15117","SLC24A4"
"15118","RIN3"
"15119","LGMN"
"15120","GOLGA5"
"15121","ITPK1"
"15122","ITPK1-AS1"
"15123","MOAP1"
"15124","TMEM251"
"15125","GON7"
"15126","UBR7"
"15127","BTBD7"
"15128","UNC79"
"15129","PRIMA1"
"15130","ASB2"
"15131","OTUB2"
"15132","DDX24"
"15133","IFI27L1"
"15134","IFI27"
"15135","IFI27L2"
"15136","PPP4R4"
"15137","SERPINA6"
"15138","SERPINA1"
"15139","SERPINA4"
"15140","SERPINA5"
"15141","SERPINA3"
"15142","DICER1"
"15143","DICER1-AS1"
"15144","CLMN"
"15145","LINC02292"
"15146","SYNE3"
"15147","SNHG10"
"15148","GLRX5"
"15149","AL133467.2"
"15150","TCL6"
"15151","TUNAR"
"15152","C14orf132"
"15153","BDKRB2"
"15154","AL355102.1"
"15155","BDKRB1"
"15156","AL355102.4"
"15157","ATG2B"
"15158","GSKIP"
"15159","AK7"
"15160","AL163051.1"
"15161","PAPOLA"
"15162","VRK1"
"15163","LINC00618"
"15164","LINC02325"
"15165","LINC01550"
"15166","BCL11B"
"15167","SETD3"
"15168","CCNK"
"15169","CCDC85C"
"15170","AL160313.1"
"15171","HHIPL1"
"15172","CYP46A1"
"15173","EML1"
"15174","EVL"
"15175","AL157912.1"
"15176","DEGS2"
"15177","AL133523.1"
"15178","YY1"
"15179","AL157871.5"
"15180","AL157871.6"
"15181","SLC25A29"
"15182","AL157871.1"
"15183","AL157871.4"
"15184","WARS"
"15185","WDR25"
"15186","AL135838.1"
"15187","BEGAIN"
"15188","MEG3"
"15189","AL117190.2"
"15190","RTL1"
"15191","MEG8"
"15192","MEG9"
"15193","AL132709.7"
"15194","DIO3OS"
"15195","LINC02320"
"15196","PPP2R5C"
"15197","AL137779.2"
"15198","AL137779.1"
"15199","AL118558.4"
"15200","DYNC1H1"
"15201","HSP90AA1"
"15202","WDR20"
"15203","MOK"
"15204","ZNF839"
"15205","CINP"
"15206","TECPR2"
"15207","ANKRD9"
"15208","RCOR1"
"15209","TRAF3"
"15210","AMN"
"15211","CDC42BPB"
"15212","AL117209.1"
"15213","AL161669.1"
"15214","EXOC3L4"
"15215","TNFAIP2"
"15216","AL161669.3"
"15217","EIF5"
"15218","MARK3"
"15219","CKB"
"15220","AL133367.1"
"15221","TRMT61A"
"15222","AL139300.2"
"15223","BAG5"
"15224","KLC1"
"15225","COA8"
"15226","AL049840.2"
"15227","AL049840.6"
"15228","AL049840.3"
"15229","AL049840.4"
"15230","AL049840.5"
"15231","XRCC3"
"15232","ZFYVE21"
"15233","PPP1R13B"
"15234","LINC00637"
"15235","AL132712.1"
"15236","AL132712.2"
"15237","ATP5MPL"
"15238","TDRD9"
"15239","ASPG"
"15240","KIF26A"
"15241","LINC02691"
"15242","C14orf180"
"15243","INF2"
"15244","ADSSL1"
"15245","SIVA1"
"15246","AKT1"
"15247","ZBTB42"
"15248","LINC00638"
"15249","AL583810.2"
"15250","AL583810.1"
"15251","CEP170B"
"15252","AHNAK2"
"15253","CLBA1"
"15254","GPR132"
"15255","LINC02298"
"15256","AL512356.4"
"15257","JAG2"
"15258","NUDT14"
"15259","BRF1"
"15260","BTBD6"
"15261","PACS2"
"15262","TEX22"
"15263","AL928654.1"
"15264","MTA1"
"15265","AL928654.2"
"15266","CRIP2"
"15267","CRIP1"
"15268","TEDC1"
"15269","TMEM121"
"15270","IGHGP"
"15271","IGHA1"
"15272","IGHG1"
"15273","IGHG3"
"15274","IGHM"
"15275","AC026495.2"
"15276","AC026495.1"
"15277","AC012414.5"
"15278","LINC01193"
"15279","AC068446.2"
"15280","AC138649.1"
"15281","NIPA1"
"15282","NIPA2"
"15283","CYFIP1"
"15284","TUBGCP5"
"15285","GOLGA8S"
"15286","MKRN3"
"15287","PWRN4"
"15288","PWRN1"
"15289","NPAP1"
"15290","SNRPN"
"15291","SNURF"
"15292","SNHG14"
"15293","AC124312.5"
"15294","UBE3A"
"15295","AC100774.1"
"15296","LINC02250"
"15297","ATP10A"
"15298","GABRB3"
"15299","GABRG3"
"15300","GABRG3-AS1"
"15301","OCA2"
"15302","HERC2"
"15303","GOLGA8M"
"15304","GOLGA8M.1"
"15305","GOLGA6L7"
"15306","APBA2"
"15307","FAM189A1"
"15308","NSMCE3"
"15309","AC107980.1"
"15310","AC022613.1"
"15311","TJP1"
"15312","AC022613.3"
"15313","AC022613.2"
"15314","AC111152.2"
"15315","GOLGA8T"
"15316","LINC02249"
"15317","CHRFAM7A"
"15318","GOLGA8R"
"15319","AC127502.2"
"15320","GOLGA8Q"
"15321","GOLGA8H"
"15322","AC026150.3"
"15323","AC091057.3"
"15324","AC091057.2"
"15325","AC091057.6"
"15326","ARHGAP11B"
"15327","FAN1"
"15328","MTMR10"
"15329","TRPM1"
"15330","LINC02352"
"15331","KLF13"
"15332","OTUD7A"
"15333","CHRNA7"
"15334","GOLGA8O"
"15335","LINC02256"
"15336","AC123768.4"
"15337","AC123768.3"
"15338","GOLGA8N"
"15339","ARHGAP11A"
"15340","SCG5"
"15341","GREM1"
"15342","FMN1"
"15343","AC055874.1"
"15344","RYR3"
"15345","AC010809.3"
"15346","AC010809.2"
"15347","AC010809.1"
"15348","AVEN"
"15349","CHRM5"
"15350","EMC7"
"15351","PGBD4"
"15352","KATNBL1"
"15353","EMC4"
"15354","SLC12A6"
"15355","AC079203.2"
"15356","NOP10"
"15357","NUTM1"
"15358","LPCAT4"
"15359","GOLGA8A"
"15360","GOLGA8B"
"15361","AQR"
"15362","ZNF770"
"15363","AC114546.1"
"15364","AC021231.1"
"15365","DPH6"
"15366","DPH6-DT"
"15367","LINC02853"
"15368","AC021351.1"
"15369","C15orf41"
"15370","AC013640.1"
"15371","MEIS2"
"15372","AC078909.1"
"15373","AC078909.2"
"15374","AC068875.1"
"15375","LINC02345"
"15376","AC087473.1"
"15377","SPRED1"
"15378","FAM98B"
"15379","RASGRP1"
"15380","AC116158.3"
"15381","AC116158.1"
"15382","AC116158.2"
"15383","LINC02694"
"15384","AC022929.2"
"15385","AC013652.1"
"15386","THBS1"
"15387","AC037198.1"
"15388","FSIP1"
"15389","AC023908.3"
"15390","GPR176"
"15391","EIF2AK4"
